JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2452837.8	8.4			Vis.	MOW								V				R CAM		STD				
2452839.3944	8.6			Vis.	MZS					718032128			V				R CAM	MCSE	STD				
2452839.4	8.3			Vis.	GGU								V				R CAM	KNVWS	STD				
2452839.4403	8.6			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452839.4708	8.6			Vis.	HHU		8.4-9.2		SD1933				V				R CAM		STD				
2452839.5	8.5			Vis.	CMG								V				R CAM	KNVWS	STD				
2452839.6	9.1			Vis.	SQE								V				R CAM		STD				
2452839.7479	8.7			Vis.	BBA		84	92	SB1994				V				R CAM		STD				
2452840.407	8.6			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452840.675	8.463			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.391	9.249		R CAM	AAVSO	STD	38			
2452840.675	7.434			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.624	8.993		R CAM	AAVSO	STD	38			
2452841.4	8.9			Vis.	PIJ								V				R CAM	MCSE	STD				
2452841.661	8.422			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.400	9.241		R CAM	AAVSO	STD	39			
2452841.661	7.381			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.635	8.982		R CAM	AAVSO	STD	39			
2452842.4	8.6			Vis.	SJQ								V				R CAM	MCSE	STD				
2452843.658	8.415			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.397	9.243		R CAM	AAVSO	STD	40			
2452843.658	7.537			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.644	8.974		R CAM	AAVSO	STD	40			
2452844.661	8.442			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.389	9.251		R CAM	AAVSO	STD	41			
2452844.661	7.302			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.685	8.932		R CAM	AAVSO	STD	41			
2452844.6625	8.9			Vis.	MKE		84	92	SB11-94	na	0		Z				R CAM		STD				
2452845.3972	9.0			Vis.	DPA		9.0  9.5		SB1194				V				R CAM		STD				
2452845.6	8.8			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452846.6	8.4			Vis.	MOL								V				R CAM		STD				
2452846.661	8.382			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.403	9.237		R CAM	AAVSO	STD	42			
2452846.661	7.350			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.637	8.980		R CAM	AAVSO	STD	42			
2452848.3715	8.6			Vis.	MZS					727032055			V				R CAM	MCSE	STD				
2452848.4	8.5			Vis.	SJQ								V				R CAM	MCSE	STD				
2452848.5	8.4			Vis.	VED								V				R CAM	AFOEV	STD				
2452848.6	8.7			Vis.	MOW								V				R CAM		STD				
2452850.6	8.1			Vis.	HAB								V				R CAM		STD				
2452850.6257	8.4			Vis.	KMA		84	92	SB11/94				V				R CAM		STD				
2452850.7104	8.4			Vis.	BBA		84	92	SB1994				V				R CAM		STD				
2452852.4910	8.7			Vis.	CPS		8.4-9.2		SB1986				V				R CAM		STD				
2452854.4	8.2			Vis.	SJQ		76	84	SB1194				V				R CAM	MCSE	STD				
2452854.661	8.393			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.404	9.236		R CAM	AAVSO	STD	43			
2452854.661	7.351			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.648	8.969		R CAM	AAVSO	STD	43			
2452855.406	8.4			Vis.	KSR								V				R CAM	MCSE	STD				
2452855.5	8.9			Vis.	HOO								V				R CAM	KNVWS	STD				
2452855.655	8.401			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.406	9.234		R CAM	AAVSO	STD	44			
2452855.655	7.402			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.730	8.887		R CAM	AAVSO	STD	44			
2452855.6736	8.4			Vis.	BTB		84	92	SB1994				V				R CAM		STD				
2452856.4292	8.9			Vis.	HHU		8.4-9.2		SD1933				V				R CAM		STD				
2452856.653	8.400			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.384	9.256		R CAM	AAVSO	STD	45			
2452856.653	7.222			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.641	8.976		R CAM	AAVSO	STD	45			
2452857.661	8.416			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.397	9.243		R CAM	AAVSO	STD	46			
2452857.661	7.202			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.605	9.012		R CAM	AAVSO	STD	46			
2452858.397	8.8			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452859.4	8.7			Vis.	VED								V				R CAM	AFOEV	STD				
2452859.6	8.6			Vis.	MOW								V				R CAM		STD				
2452859.652	8.403			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.394	9.246		R CAM	AAVSO	STD	47			
2452859.652	7.149			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.599	9.018		R CAM	AAVSO	STD	47			
2452859.7146	8.5			Vis.	MKE		8.4	9.2	SB 11-94	na	0		Z				R CAM		STD				
2452860.3840	8.4			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452860.4	8.2			Vis.	SJQ		76	84	SB1194				V				R CAM	MCSE	STD				
2452860.6	8.3			Vis.	SQE								V				R CAM		STD				
2452862.6	8.8			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452862.6514	8.4			Vis.	KMA		84	92	SB1939				V				R CAM		STD				
2452863.3125	8.7			Vis.	MZS					811031930			V				R CAM	MCSE	STD				
2452866.3694	8.5			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452868.4	8.2			Vis.	GGU								V				R CAM	KNVWS	STD				
2452868.4	8.6			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452869.6	8.1			Vis.	HAB								V				R CAM		STD				
2452869.6	8.6			Vis.	MOW								V				R CAM		STD				
2452869.6139	8.4			Vis.	BTB		84	92	SB1994				V				R CAM		STD				
2452869.664	8.294			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.400	9.241		R CAM	AAVSO	STD	48			
2452869.664	7.159			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.630	8.987		R CAM	AAVSO	STD	48			
2452870.6236	8.4			Vis.	KMA		84	92	SB1939				V				R CAM		STD				
2452870.641	8.327			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.388	9.252		R CAM	AAVSO	STD	49			
2452870.641	7.101			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.586	9.031		R CAM	AAVSO	STD	49			
2452871.4	8.7			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452872.375	8.6			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452872.4	8.4			Vis.	CMG								V				R CAM	KNVWS	STD				
2452872.6	8.7			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452873.4	8.7			Vis.	VED								V				R CAM	AFOEV	STD				
2452874.3451	8.5			Vis.	FSE		84	92	SB1994				V				R CAM		STD				
2452874.646	8.285			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.392	9.249		R CAM	AAVSO	STD	50			
2452874.646	7.074			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.621	8.997		R CAM	AAVSO	STD	50			
2452874.6562	8.7			Vis.	AWC		84	92	S/B				V				R CAM		STD				
2452875.3333	8.3			Vis.	MZS					823032000			V				R CAM	MCSE	STD				
2452875.3458	8.3			Vis.	VDL		8.4		SB1194				V				R CAM		STD				
2452875.4	8.2			Vis.	GGU								V				R CAM	KNVWS	STD				
2452875.4	8.7			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452876.4	8.5			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452876.5	8.4			Vis.	CSM								V				R CAM	MCSE	STD				
2452876.5000	8.5			Vis.	KOS					824032400			V				R CAM	MCSE	STD				
2452877.3500	8.6			Vis.	DPA		8.4  9.0		SB1194				V				R CAM		STD				
2452877.357	8.4			Vis.	SJZ		84		SB1994				V				R CAM		STD				
2452877.5153	8.7			Vis.	BVE		84	92	SB1994				V				R CAM	KNVWS	STD				
2452878.4	8.5			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452878.4007	8.1			Vis.	HHU		7.6-8.2		SB1194				V				R CAM		STD				
2452878.634	8.231			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.368	9.272		R CAM	AAVSO	STD	51			
2452878.634	7.081			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.637	8.980		R CAM	AAVSO	STD	51			
2452878.7	8.2			Vis.	KRS								V				R CAM		STD				
2452879.6	8.5			Vis.	MOW								V				R CAM		STD				
2452880.4	8.5			Vis.	SJQ		84	92	SB1194				V				R CAM	MCSE	STD				
2452880.697	8.200			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.381	9.260		R CAM	AAVSO	STD	52			
2452880.697	7.080			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.647	8.971		R CAM	AAVSO	STD	52			
2452881.7653	7.8			Vis.	BBA		76	84	SB1994				V				R CAM		STD				
2452882.3194	8.6			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452882.4639	8.3			Vis.	CPS		7.6-8.4		SB1986				V				R CAM		STD				
2452883.347	8.5			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452883.631	8.160			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.393	9.248		R CAM	AAVSO	STD	53			
2452883.631	7.014			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.624	8.993		R CAM	AAVSO	STD	53			
2452884.3972	8.5			Vis.	MZS					901032032			V				R CAM	MCSE	STD				
2452884.628	8.168			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.407	9.233		R CAM	AAVSO	STD	54			
2452884.628	6.976			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.633	8.984		R CAM	AAVSO	STD	54			
2452885.3701	8.3			Vis.	GGU		76	84	SB1994				V				R CAM	KNVWS	STD				
2452885.4	8.1			Vis.	CMG								V				R CAM	KNVWS	STD				
2452885.4188	8.6			Vis.	HHU		8.4-9.2		SD1933				V				R CAM		STD				
2452885.4507	8.6			Vis.	BVE		84	92	SB1994				V				R CAM	KNVWS	STD				
2452885.5701	8.0			Vis.	KMA		84	92	SB11/94				V				R CAM		STD				
2452885.6	8.3			Vis.	HAB								V				R CAM		STD				
2452885.6354	8.5			Vis.	MKE		84	92	SB11-94	na	0		Z				R CAM		STD				
2452886.3264	8.3			Vis.	DPA		7.9  8.4		SB1194				V				R CAM		STD				
2452886.4	8.3			Vis.	BMU								V				R CAM	KNVWS	STD				
2452886.4	8.7			Vis.	VDE								V				R CAM	KNVWS	STD				
2452886.4	8.6			Vis.	VED								V				R CAM	AFOEV	STD				
2452886.6	8.4			Vis.	KRS								V				R CAM		STD				
2452888.335	8.4			Vis.	SJZ		84		SB1994				V				R CAM		STD				
2452888.5	8.4			Vis.	CGF		84	92	SD1930				V				R CAM		STD				
2452888.7097	8.3			Vis.	BBA	M	76	84	SB1994				V				R CAM		STD				
2452889.3854	8.2			Vis.	VDL		8.4		SB1194				V				R CAM		STD				
2452889.6	8.4			Vis.	MOW								V				R CAM		STD				
2452890.36	8.3			Vis.	PUJ		69	84	SB11/94				V				R CAM	AFOEV	STD				
2452890.616	8.146			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.385	9.255		R CAM	AAVSO	STD	55			
2452890.616	6.999			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.638	8.980		R CAM	AAVSO	STD	55			
2452891.62	8.137			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.404	9.236		R CAM	AAVSO	STD	56			
2452891.62	6.961			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.629	8.988		R CAM	AAVSO	STD	56			
2452894.3	8.3			Vis.	BMU								V				R CAM	KNVWS	STD				
2452894.3	8.4			Vis.	CMG								V				R CAM	KNVWS	STD				
2452894.3	8.2			Vis.	VDE								V				R CAM	KNVWS	STD				
2452894.5576	8.2			Vis.	KMA		84	92	SB11/94				V				R CAM		STD				
2452895.5	8.5			Vis.	CGF		84	92	SD1930				V				R CAM		STD				
2452895.62	8.202			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.401	9.239		R CAM	AAVSO	STD	57			
2452895.62	7.014			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.628	8.989		R CAM	AAVSO	STD	57			
2452896.3250	8.4			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452896.3368	8.2			Vis.	CPS		7.6-8.4		SB1986				V				R CAM		STD				
2452896.3965	8.3			Vis.	GGU		76	84	SB1994				V				R CAM	KNVWS	STD				
2452896.4729	8.7			Vis.	BVE		84	92	SB1994				V				R CAM	KNVWS	STD				
2452897.611	8.232			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.412	9.229		R CAM	AAVSO	STD	58			
2452897.611	7.017			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.616	9.001		R CAM	AAVSO	STD	58			
2452898.310	8.3			Vis.	SJZ		74	84	SB1994				V				R CAM		STD				
2452898.337	8.2			Vis.	KSR								V				R CAM	MCSE	STD				
2452898.6986	8.3			Vis.	BBA	M	76	84	SB1994				V				R CAM		STD				
2452898.8	8.4			Vis.	MOW								V				R CAM		STD				
2452899.6	8.4			Vis.	HAB								V				R CAM		STD				
2452899.61	8.243			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.406	9.235		R CAM	AAVSO	STD	59			
2452899.61	7.024			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.627	8.990		R CAM	AAVSO	STD	59			
2452899.6417	8.3			Vis.	MKE		84	92	SB11-94	na	0		Z				R CAM		STD				
2452900.0715	8.3			Vis.	OJS		84		SB 1986				V				R CAM		STD				
2452900.3	8.4			Vis.	BMU								V				R CAM	KNVWS	STD				
2452900.3	8.3			Vis.	VDE								V				R CAM	KNVWS	STD				
2452900.3153	8.0			Vis.	DPA		7.9  8.4		SB1194				V				R CAM		STD				
2452900.37	8.2			Vis.	PUJ		69	84	SB11/94				V				R CAM	AFOEV	STD				
2452900.4	8.3			Vis.	CMG								V				R CAM	KNVWS	STD				
2452900.4	8.7			Vis.	SJQ								V				R CAM	MCSE	STD				
2452901.3	8.6			Vis.	SJQ								V				R CAM	MCSE	STD				
2452901.3208	8.2			Vis.	GGU		76	84	SB1994				V				R CAM	KNVWS	STD				
2452901.4000	8.4			Vis.	KOS					918032136			V				R CAM	MCSE	STD				
2452901.4063	8.3			Vis.	AAN		69	84	SB1994				V				R CAM		STD				
2452902.3194	8.6			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452902.3924	9.0			Vis.	BOS		84	92	SB1194				V				R CAM	KNVWS	STD				
2452902.4	8.3			Vis.	VED								V				R CAM	AFOEV	STD				
2452902.504	8.3			Vis.	KSR								V				R CAM	MCSE	STD				
2452903.288	8.5			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452903.4	8.5			Vis.	SJQ								V				R CAM	MCSE	STD				
2452903.5653	8.3			Vis.	KMA		84	92	SB11/94				V				R CAM		STD				
2452904.3	8.5			Vis.	SJQ								V				R CAM	MCSE	STD				
2452904.3472	8.8			Vis.	MZS					921031920			V				R CAM	MCSE	STD				
2452904.4097	8.3			Vis.	AAN		69	84	SB1994				V				R CAM		STD				
2452904.5	8.3			Vis.	LEB								V				R CAM	AFOEV	STD				
2452904.5	8.8			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452906.3826	8.7			Vis.	HHU		8.4-9.2		SD1933				V				R CAM		STD				
2452906.4000	8.5			Vis.	KOS					923032136			V				R CAM	MCSE	STD				
2452906.6	8.5			Vis.	MOL								V				R CAM		STD				
2452907.2993	8.9			Vis.	GGU		84	92	SB1994				V				R CAM	KNVWS	STD				
2452907.3	8.8			Vis.	CMG								V				R CAM	KNVWS	STD				
2452907.4028	8.3			Vis.	AAN		69	84	SB1994				V				R CAM		STD				
2452908.283	8.6			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452908.3	8.7			Vis.	BMU								V				R CAM	KNVWS	STD				
2452908.3	9.2			Vis.	VDE								V				R CAM	KNVWS	STD				
2452908.3944	8.6			Vis.	BVE		84	92	SB1994				V				R CAM	KNVWS	STD				
2452908.5	8.8			Vis.	MOW								V				R CAM		STD				
2452909.604	8.377			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.401	9.239		R CAM	AAVSO	STD	60			
2452909.604	7.094			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.620	8.998		R CAM	AAVSO	STD	60			
2452909.7069	8.4			Vis.	BBA		84	92	SB1994				V				R CAM		STD				
2452910.3403	9.0			Vis.	MZS					927031910			V				R CAM	MCSE	STD				
2452910.4	8.4			Vis.	VED								V				R CAM	AFOEV	STD				
2452910.6	8.6			Vis.	HAB								V				R CAM		STD				
2452911.3132	8.6			Vis.	VDL		8.4  9.2		SB1194				V				R CAM		STD				
2452912.3257	8.7			Vis.	GGU		84	92	SB1994				V				R CAM	KNVWS	STD				
2452913.306	8.7			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452914.3	8.6			Vis.	SJQ								V				R CAM	MCSE	STD				
2452914.6	9.2			Vis.	KRS								V				R CAM		STD				
2452915.3	8.9			Vis.	BMU								V				R CAM	KNVWS	STD				
2452915.3	9.1			Vis.	VDE								V				R CAM	KNVWS	STD				
2452915.3028	8.1			Vis.	DPA		79	84	SB1194				V				R CAM		STD				
2452915.5	8.9			Vis.	SQE	F							V				R CAM		STD				
2452915.6	9.0			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452916.5	8.7			Vis.	MOL								V				R CAM		STD				
2452918.59	8.586			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.391	9.249		R CAM	AAVSO	STD	61			
2452918.59	7.268			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.652	8.965		R CAM	AAVSO	STD	61			
2452918.6194	8.6			Vis.	BBA	M	84	92	SB1994				V				R CAM		STD				
2452918.8	8.9			Vis.	MOW								V				R CAM		STD				
2452919.241	8.9			Vis.	SJZ	M	84	92	SB1994	  MOON:			V				R CAM		STD				
2452919.3215	8.7			Vis.	MZS					006031943			V				R CAM	MCSE	STD				
2452919.6	8.8			Vis.	JLR	M	84	92	B				V				R CAM		STD				
2452920.3	8.7			Vis.	NDQ								V				R CAM	AFOEV	STD				
2452920.32	8.4			Vis.	PUJ		84	92	SB11/94				V				R CAM	AFOEV	STD				
2452920.588	8.688			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.420	9.221		R CAM	AAVSO	STD	62			
2452920.588	7.313			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.634	8.983		R CAM	AAVSO	STD	62			
2452921.3	8.7			Vis.	VED								V				R CAM	AFOEV	STD				
2452923.5236	8.8			Vis.	KMA		84	92	SB11/94				V				R CAM		STD				
2452924.271	8.9			Vis.	SJZ	M	84	92	SB1994	  MOON:			V				R CAM		STD				
2452925.2674	9.0			Vis.	VDL		84	92	SB1194				V				R CAM		STD				
2452925.3021	8.9			Vis.	MZS					012031915			V				R CAM	MCSE	STD				
2452926.3	9.0			Vis.	SJQ								V				R CAM	MCSE	STD				
2452926.5	9.0			Vis.	HAB								V				R CAM		STD				
2452926.6	8.9			Vis.	JLR	M	84	92	B				V				R CAM		STD				
2452927.3	9.1			Vis.	BMU								V				R CAM	KNVWS	STD				
2452927.3	9.3			Vis.	CMG								V				R CAM	KNVWS	STD				
2452927.3	9.3			Vis.	VDE								V				R CAM	KNVWS	STD				
2452927.3007	9.4			Vis.	GGU		92	95	SB1994				V				R CAM	KNVWS	STD				
2452927.3056	9.2			Vis.	AAN		84	92	SB1994				V				R CAM		STD				
2452927.4188	9.1			Vis.	BVE		84	92	SB1994				V				R CAM	KNVWS	STD				
2452928.3	9.3			Vis.	SJQ								V				R CAM	MCSE	STD				
2452928.4771	9.0			Vis.	CPS		8.4-9.2		SD1933				V				R CAM		STD				
2452928.5	9.2			Vis.	MOW								V				R CAM		STD				
2452929.3	9.2			Vis.	LEB								V				R CAM	AFOEV	STD				
2452929.5	9.2			Vis.	CGF		85	92	SD1930				V				R CAM		STD				
2452929.6750	8.8			Vis.	BBA	M	84	92	SB1994				V				R CAM		STD				
2452930.250	9.1			Vis.	SJZ		84	92	SB1994				V				R CAM		STD				
2452931.2479	9.3			Vis.	VDL		92	98	SB1194				V				R CAM		STD				
2452931.5	9.3			Vis.	MOL								V				R CAM		STD				
2452932.3653	9.3			Vis.	GGU		92	95	SB1994				V				R CAM	KNVWS	STD				
2452933.29	9.5			Vis.	PUJ		92	98	SB11/94				V				R CAM	AFOEV	STD				
2452934.3	9.4			Vis.	BMU								V				R CAM	KNVWS	STD				
2452934.3	9.6			Vis.	CMG								V				R CAM	KNVWS	STD				
2452936.3576	9.6			Vis.	BVE		92	98	SB1994				V				R CAM	KNVWS	STD				
2452936.3764	9.6			Vis.	HHU		92	98	SD1933				V				R CAM		STD				
2452936.4	9.3			Vis.	VED								V				R CAM	AFOEV	STD				
2452937.5	9.7			Vis.	CGF		92	98	SD1930				V				R CAM		STD				
2452937.7500	<7.5			Vis.	SDF								V				R CAM		STD				
2452938.577	9.473			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.388	9.252		R CAM	AAVSO	STD	63			
2452938.577	7.827			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.624	8.994		R CAM	AAVSO	STD	63			
2452938.9	9.6			Vis.	HAB								V				R CAM		STD				
2452939.5	9.5			Vis.	MOW								V				R CAM		STD				
2452940.243	9.4			Vis.	SJZ		92	95	SB1994				V				R CAM		STD				
2452940.2632	9.9			Vis.	GGU		98	100	SB1994				V				R CAM	KNVWS	STD				
2452940.3	10.0			Vis.	NDQ								V				R CAM	AFOEV	STD				
2452941.2368	9.7			Vis.	VDL		92	98	SB1194				V				R CAM		STD				
2452941.3	9.7			Vis.	CMG								V				R CAM	KNVWS	STD				
2452941.3264	9.6			Vis.	AAN		92	98	SB1994				V				R CAM		STD				
2452943.6	9.7			Vis.	JLR	L	92	98	B				V				R CAM		STD				
2452946.4	9.8			Vis.	VED								V				R CAM	AFOEV	STD				
2452947.352	9.7			Vis.	SJZ	M	95	98	SB1994	  MOON:			V				R CAM		STD				
2452949.334	10.2			Vis.	GGU		100	103	SB1994				V				R CAM	KNVWS	STD				
2452949.3951	10.1			Vis.	BVE		98	103	SB1994				V				R CAM	KNVWS	STD				
2452949.5	10.5			Vis.	KRS								V				R CAM		STD				
2452950.9	10.4			Vis.	MOW								V				R CAM		STD				
2452951.0	10.3			Vis.	HAB								V				R CAM		STD				
2452953.5313	10.4			Vis.	WCP		103	106	AAVSO B				V				R CAM		STD				
2452954.4	10.6			Vis.	CGF		103	106	SD1930				V				R CAM		STD				
2452954.476	10.0			Vis.	SJZ	M	98	100	SB1994	  MOON:			V				R CAM		STD				
2452958.3778	10.7			Vis.	BVE		106	109	SB1994				V				R CAM	KNVWS	STD				
2452959.2917	11.0			Vis.	WCP		109	113	AAVSO B				V				R CAM		STD				
2452961.4	10.8			Vis.	VED								V				R CAM	AFOEV	STD				
2452962.9	11.3			Vis.	HAB								V				R CAM		STD				
2452963.6965	11.5			Vis.	MKE		115	119	SD1933	na	0		Z				R CAM		STD				
2452964.457	11.4			Vis.	SJZ		113	115	SD1933				V				R CAM		STD				
2452964.6	11.2			Vis.	MOW								V				R CAM		STD				
2452972.2396	11.6			Vis.	GGU		115	119	SB1994				V				R CAM	KNVWS	STD				
2452972.3	11.7			Vis.	CMG								V				R CAM	KNVWS	STD				
2452975.5	11.8			Vis.	CGF		11 5	11 9	SD1930				V				R CAM		STD				
2452976.0	12.0			Vis.	HAB								V				R CAM		STD				
2452980.3	12.1			Vis.	NDQ								V				R CAM	AFOEV	STD				
2452980.4694	12.2			Vis.	BVE		119	124	SD1933				V				R CAM	KNVWS	STD				
2452981.2444	12.2			Vis.	GGU		119	124	SB1994				V				R CAM	KNVWS	STD				
2452981.3431	12.3			Vis.	HHU	M	119	128	SD1933				V				R CAM		STD				
2452986.5	12.2			Vis.	CGF		119	124	SD1930				V				R CAM		STD				
2452987.5	12.4			Vis.	MOW								V				R CAM		STD				
2452990.3472	<11.5			Vis.	WCP		11	5	AAVSO D				V				R CAM		STD				
2452991.2	12.6			Vis.	CMG								V				R CAM	KNVWS	STD				
2452991.5	12.3			Vis.	WWJ		113	128	SD 1933				V				R CAM		STD				
2452991.5125	12.2			Vis.	CPS		12.1-12.4		SD1933				V				R CAM		STD				
2452992.2799	12.6			Vis.	GGU		124	128	SB1994				V				R CAM	KNVWS	STD				
2452992.342	12.7			Vis.	SJZ		124E	128	SD1933				V				R CAM		STD				
2452992.3438	12.7			Vis.	BVE		124	128	SD1933				V				R CAM	KNVWS	STD				
2452998.0	12.8			Vis.	CQJ								V				R CAM		STD				
2452999.3000	11.3			Vis.	KOS					225031912			T				R CAM	MCSE	STD				
2453003.3542	12.5			Vis.	AAN	M	115		SB1994				V				R CAM		STD				
2453004.0	13.3			Vis.	CQJ	V							V				R CAM		STD				
2453005.004	13.239			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.387	9.253		R CAM	AAVSO	STD	64			
2453005.004	10.802			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.612	9.005		R CAM	AAVSO	STD	64			
2453005.8208	13.0			Vis.	KMA		128	133	SD1933				V				R CAM		STD				
2453006.5	13.4			Vis.	CGF	MV	128	138	SD1930				V				R CAM		STD				
2453007.3681	13.5			Vis.	BVE		133	142	SD1933				V				R CAM	KNVWS	STD				
2453011.3431	13.2			Vis.	GGU		128	133	SB1994				V				R CAM	KNVWS	STD				
2453015.92	13.854			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.398	9.242		R CAM	AAVSO	STD	65			
2453015.92	11.219			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.629	8.988		R CAM	AAVSO	STD	65			
2453016.2278	13.3			Vis.	GGU		128	133	SB1994				V				R CAM	KNVWS	STD				
2453017.6	13.6			Vis.	CQJ	V							V				R CAM		STD				
2453018.4007	13.6			Vis.	HHU		128	138	SD1933				V				R CAM		STD				
2453018.6	13.8			Vis.	MOW								V				R CAM		STD				
2453026.3	13.4			Vis.	CMG								V				R CAM	KNVWS	STD				
2453028.819	13.932			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.374	9.266		R CAM	AAVSO	STD	66			
2453028.819	11.414			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.589	9.028		R CAM	AAVSO	STD	66			
2453029.5	14.0			Vis.	MOW								V				R CAM		STD				
2453030.2285	13.2			Vis.	GGU		128	133	SB1994				V				R CAM	KNVWS	STD				
2453031.5	<12.8			Vis.	WWJ				SD 1933				V				R CAM		STD				
2453039.3632	<12.4			Vis.	NDQ		12	4	SD33				V				R CAM	AFOEV	STD				
2453044.4	<12.8			Vis.	WWJ				SD 1933				V				R CAM		STD				
2453045.667	13.837			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.358	9.282		R CAM	AAVSO	STD	67			
2453045.667	11.137			R	MVD		GSC 4634:965	GSC 4634:930			1		Z	7.611	9.006		R CAM	AAVSO	STD	67			
2453046.67	13.817			V	MVD		GSC 4634:965	GSC 4634:930			1		Z	8.380	9.260		R CAM	AAVSO	STD	68			
